"gene" "pos"
"19374" "C3orf20" 2058
"19375" "KBTBD7" 8774
"19376" "ANKRD27" 10904
"19377" "ULK1" 8673
"19378" "ENKD1" 10044
"19379" "NSRP1" 10235
"19380" "ZRANB3" 1504
"19381" "FBXO30" 5101
"19382" "UXT" 11766
"19383" "CASP8" 1806
"19384" "ARL6" 2416
"19385" "USP44" 8510
"19386" "SLC41A2" 8552
"19387" "C4orf17" 3297
"19388" "PCBD2" 4280
"19389" "PRAM1" 10818
"19390" "ZIC4" 2638
"19391" "PCGF6" 7396
"19392" "QRFPR" 3394
"19393" "EEA1" 8498
"19394" "BCAR3" 401
"19395" "ZNF394" 5601
"19396" "LRRIQ1" 8462
"19397" "ATRIP" 2211
"19398" "WDR75" 1753
"19399" "ACAD11" 2571
"19400" "CEP78" 6709
"19401" "USP42" 5236
"19402" "ZNRF3" 11465
"19403" "TOMM40L" 567
"19404" "UTP15" 4003
"19405" "SLC7A6OS" 10046
"19406" "FAM161A" 1236
"19407" "EVA1A" 1297
"19408" "ABRAXAS1" 3225
"19409" "SYDE2" 363
"19410" "ZNF644" 389
"19411" "KAT8" 9940
"19412" "PPP1R1B" 10269
"19413" "RNASEH2C" 7795
"19414" "RPF2" 4942
"19415" "ARID5B" 7214
"19416" "ANXA9" 523
"19417" "KIAA1109" 3397
"19418" "ASCC2" 11469
"19419" "NLRC5" 9995
"19420" "C19orf44" 10850
"19421" "ANTXR1" 1268
"19422" "STX7" 5040
"19423" "LOXL4" 7374
"19424" "POLR1B" 1413
"19425" "ELMOD3" 1343
"19426" "SLA2" 11146
"19427" "MYH16" 5600
"19428" "SLC49A3" 2869
"19429" "CMAHP" 4599
"19430" "CHD6" 11168
"19431" "MINDY4" 5346
"19432" "ZCCHC7" 6657
"19433" "TMEM164" 11980
"19434" "FAR1" 7589
"19435" "SLITRK6" 8977
"19436" "BFSP2" 2575
"19437" "METTL25" 8450
"19438" "CIAO2A" 9664
"19439" "SETD3" 9466
"19440" "USP48" 83
"19441" "POMK" 6040
"19442" "CASP9" 59
"19443" "SNHG3" 111
"19444" "TXNDC2" 10495
"19445" "MEX3B" 9744
"19446" "ZNF541" 10963
"19447" "TMEM117" 8278
"19448" "ZMYND12" 172
"19449" "WDR24" 9831
"19450" "SPATC1L" 11419
"19451" "TMEM191A" 11433
"19452" "NBPF3" 82
"19453" "ZMYND15" 10157
"19454" "C2orf16" 1080
"19455" "DRC7" 9998
"19456" "LRRC8C" 383
"19457" "TRAF7" 9838
"19458" "TMEM126A" 7880
"19459" "RHBDD1" 1923
"19460" "ATP13A4" 2848
"19461" "BBOX1" 7650
"19462" "ZCCHC9" 4037
"19463" "ZDHHC18" 104
"19464" "MRI1" 10839
"19465" "MED10" 3733
"19466" "RTL6" 11533
"19467" "FYTTD1" 2866
"19468" "PSD2" 4302
"19469" "LTBP4" 10937
"19470" "SLF1" 4098
"19471" "SGIP1" 280
"19472" "GARNL3" 6926
"19473" "CAMKK1" 10153
"19474" "SLC37A3" 5781
"19475" "FLYWCH1" 9841
"19476" "SYT3" 10975
"19477" "DCUN1D5" 7953
"19478" "TCHP" 8575
"19479" "FBXW9" 10834
"19480" "PSMG3" 5217
"19481" "HSDL2" 6857
"19482" "HAGHL" 9831
"19483" "ALKBH7" 10811
"19484" "C9orf64" 6734
"19485" "RPAIN" 10160
"19486" "CHCHD5" 1413
"19487" "ZNF282" 5816
"19488" "CARD19" 6773
"19489" "POLDIP3" 11524
"19490" "YIPF4" 1102
"19491" "NOA1" 3107
"19492" "COQ5" 8622
"19493" "SLC25A33" 37
"19494" "NICN1" 2215
"19495" "DNAJC30" 5493
"19496" "PRADC1" 1287
"19497" "STK24" 9034
"19498" "BTBD10" 7588
"19499" "C2orf88" 1756
"19500" "RNF135" 10237
"19501" "TMEM79" 545
"19502" "NTPCR" 887
"19503" "EIF1AD" 7796
"19504" "TMEM175" 2870
"19505" "ZDHHC16" 7370
"19506" "EFCAB2" 939
"19507" "ING5" 1991
"19508" "CAPNS2" 9988
"19509" "WDR83" 10834
"19510" "PRXL2A" 7296
"19511" "UTP23" 6362
"19512" "PHF6" 12084
"19513" "GINS4" 6034
"19514" "LLPH" 8375
"19515" "MIEN1" 10269
"19516" "CASP10" 1806
"19517" "UQCC2" 4613
"19518" "DDI2" 59
"19519" "PGAP4" 6808
"19520" "CHCHD6" 2546
"19521" "NUDT22" 7788
"19522" "PYM1" 8330
"19523" "PDCD2L" 10912
"19524" "ZNF397" 10579
"19525" "NUDT16L1" 9848
"19526" "NR0B2" 104
"19527" "C7orf50" 5215
"19528" "BRMS1L" 9178
"19529" "VPS25" 10282
"19530" "TMEM107" 10172
"19531" "MON1A" 2217
"19532" "NAA38" 10170
"19533" "CCDC77" 8101
"19534" "CMSS1" 2426
"19535" "ACBD6" 652
"19536" "SARNP" 8330
"19537" "METTL26" 9831
"19538" "ZBED3" 4019
"19539" "LZIC" 39
"19540" "HVCN1" 8578
"19541" "UTF1" 7532
"19542" "ZNF414" 10818
"19543" "MCRIP2" 9831
"19544" "DYDC2" 7295
"19545" "PCGF5" 7342
"19546" "COA8" 9485
"19547" "AKT1S1" 10972
"19548" "TMEM101" 10287
"19549" "ELOF1" 10830
"19550" "RECK" 6653
"19551" "GFM2" 4009
"19552" "COG8" 10051
"19553" "HPS3" 2646
"19554" "SOAT2" 8319
"19555" "CAVIN2" 1764
"19556" "ARFGAP2" 7741
"19557" "NIFK" 1452
"19558" "PRAC1" 10303
"19559" "RASAL1" 8589
"19560" "HOOK3" 6040
"19561" "RAD54L" 188
"19562" "NSMAF" 6099
"19563" "CASQ1" 563
"19564" "NCK2" 1395
"19565" "ECRG4" 1397
"19566" "CYSTM1" 4304
"19567" "C15orf48" 9580
"19568" "GNPAT" 879
"19569" "PROK1" 473
"19570" "CARD11" 5223
"19571" "ADGRA1" 7531
"19572" "ZNF528" 10983
"19573" "MSANTD4" 7967
"19574" "HHIPL1" 9467
"19575" "DYRK3" 770
"19576" "RAB11FIP4" 10239
"19577" "MAML2" 7922
"19578" "DOT1L" 10794
"19579" "LZTS2" 7386
"19580" "BRSK1" 10993
"19581" "SYVN1" 7792
"19582" "ABLIM2" 2900
"19583" "ZNF333" 10842
"19584" "DYRK2" 8382
"19585" "ZNF512" 1080
"19586" "MAP3K21" 889
"19587" "EFCAB7" 266
"19588" "L3MBTL3" 5028
"19589" "PHYHIPL" 7202
"19590" "LCOR" 7367
"19591" "DUSP11" 1290
"19592" "ZMAT1" 11947
"19593" "NEURL4" 10168
"19594" "SLX4" 9843
"19595" "MEGF11" 9672
"19596" "MEGF10" 4246
"19597" "FBN3" 10817
"19598" "DOC2B" 10140
"19599" "DOC2A" 9937
"19600" "FAM120B" 5210
"19601" "CASQ2" 496
"19602" "CUL4B" 12025
"19603" "SPIRE2" 10138
"19604" "JPH4" 9123
"19605" "ZNF527" 10924
"19606" "NKX6-2" 7530
"19607" "CUL4A" 9101
"19608" "PLPP5" 6019
"19609" "GHDC" 10280
"19610" "MCM8" 11033
"19611" "DCTN5" 9915
"19612" "ACTRT3" 2740
"19613" "CNFN" 10945
"19614" "ACRBP" 8129
"19615" "CUL3" 1912
"19616" "GON7" 9437
"19617" "JAGN1" 2037
"19618" "ZC3H8" 1412
"19619" "HOPX" 3105
"19620" "ZNF559" 10821
"19621" "C15orf41" 9542
"19622" "CUL2" 7126
"19623" "SRRM4" 8615
"19624" "ACSS1" 11121
"19625" "LINC01547" 11413
"19626" "MCHR2" 4892
"19627" "CUL1" 5814
"19628" "KBTBD8" 2294
"19629" "KIAA1841" 1233
"19630" "MRPL43" 7386
"19631" "SNORD35B" 10971
"19632" "PGBD1" 4611
"19633" "TMEM185A" 12145
"19634" "MAK16" 5997
"19635" "ATRN" 11022
"19636" "PARD6G" 10786
"19637" "FAXC" 4890
"19638" "MAP1LC3A" 11137
"19639" "FOXN1" 10228
"19640" "MT4" 9993
"19641" "SLC12A8" 2541
"19642" "LYZL1" 7101
"19643" "COL25A1" 3339
"19644" "GNPTG" 9834
"19645" "TTF2" 502
"19646" "TPST2" 11454
"19647" "CASR" 2527
"19648" "TPST1" 5467
"19649" "PARD6B" 11210
"19650" "ZBTB37" 623
"19651" "KRTAP4-4" 10275
"19652" "TUBB6" 10506
"19653" "NT5C1A" 159
"19654" "ZGPAT" 11269
"19655" "KLF11" 1000
"19656" "ST6GAL2" 1399
"19657" "ZNF594" 10159
"19658" "KIRREL3" 8060
"19659" "FNDC1" 5161
"19660" "KRBA1" 5818
"19661" "ZNF469" 10131
"19662" "NTNG2" 6946
"19663" "TNRC18" 5234
"19664" "TEAD2" 10970
"19665" "TTBK1" 4656
"19666" "SLITRK2" 12129
"19667" "AFAP1L2" 7446
"19668" "KISS1R" 10788
"19669" "GPR174" 11864
"19670" "IL1F10" 1415
"19671" "SUPT3H" 4664
"19672" "USP38" 3491
"19673" "KIF2B" 10326
"19674" "C22orf23" 11505
"19675" "PLA2G12B" 7264
"19676" "LCE3D" 530
"19677" "DGAT2" 7835
"19678" "EBPL" 8812
"19679" "SPINK7" 4341
"19680" "SPZ1" 4033
"19681" "GLYR1" 9849
"19682" "LINC00852" 2038
"19683" "ADGRE3" 10842
"19684" "RNASE7" 9112
"19685" "CCDC62" 8631
"19686" "DPY30" 1101
"19687" "GLIS2" 9847
"19688" "MYPN" 7243
"19689" "RETNLB" 2467
"19690" "HES7" 10172
"19691" "FAM126A" 5311
"19692" "USP32" 10354
"19693" "SMARCA5" 3493
"19694" "ZNF347" 10986
"19695" "CARD6" 3884
"19696" "TRIM55" 6134
"19697" "TRIM63" 101
"19698" "DSCR8" 11382
"19699" "KDM2B" 8626
"19700" "SLC9A7" 11762
"19701" "ACCS" 7727
"19702" "HINT2" 6652
"19703" "INSM2" 9176
"19704" "PPP1R9B" 10309
"19705" "C9orf24" 6645
"19706" "MS4A14" 7772
"19707" "SPATA22" 10152
"19708" "FAM71F1" 5730
"19709" "CCDC54" 2460
"19710" "MCEE" 1278
"19711" "GJA10" 4849
"19712" "LOXL3" 1293
"19713" "ABHD1" 1078
"19714" "CAPS2" 8417
"19715" "CREB3L3" 10802
"19716" "CAT" 7683
"19717" "SORBS2" 3684
"19718" "MYO18B" 11451
"19719" "COX4I2" 11124
"19720" "GTPBP3" 10853
"19721" "GPT2" 9948
"19722" "BEX2" 11951
"19723" "LNX1" 3091
"19724" "MGARP" 3474
"19725" "IRS4" 11975
"19726" "HDGFL2" 10803
"19727" "LINC00260" 759
"19728" "PIGO" 6648
"19729" "PSRC1" 467
"19730" "PLEKHA8" 5343
"19731" "PRRC2B" 6942
"19732" "SPSB2" 8130
"19733" "OGT" 11837
"19734" "FAM167B" 126
"19735" "CNDP1" 10760
"19736" "AFAP1-AS1" 2899
"19737" "UNC119B" 8623
"19738" "USP30" 8571
"19739" "FUT10" 5997
"19740" "B3GNT9" 10041
"19741" "PCGF1" 1293
"19742" "CDC42BPA" 860
"19743" "ZNF577" 10981
"19744" "CRACR2A" 8116
"19745" "TRIM51" 7752
"19746" "MPV17L2" 10857
"19747" "GPR65" 9413
"19748" "ZNF607" 10925
"19749" "NAA11" 3206
"19750" "KMT5C" 10993
"19751" "MGC2889" 2847
"19752" "HIRIP3" 9937
"19753" "TUBA1C" 8302
"19754" "LINC00467" 791
"19755" "FAM220A" 5236
"19756" "FOXD2-AS1" 193
"19757" "PYROXD2" 7374
"19758" "C19orf48" 10976
"19759" "RAE1" 11240
"19760" "GPAT3" 3225
"19761" "MFSD9" 1381
"19762" "NFKBID" 10918
"19763" "OFD1" 11615
"19764" "BUD13" 8016
"19765" "PLCD4" 1885
"19766" "PLPP7" 6942
"19767" "MGC12916" 10199
"19768" "RTN4IP1" 4923
"19769" "TXNDC17" 10165
"19770" "IL17RC" 2037
"19771" "SEMA7A" 9711
"19772" "POLR2J4" 5403
"19773" "LMNB2" 10795
"19774" "SFT2D3" 1480
"19775" "CILP" 9669
"19776" "ADTRP" 4538
"19777" "ANKRD36BP1" 598
"19778" "ATP5MD" 7396
"19779" "ABHD14B" 2226
"19780" "ARHGAP5-AS1" 9161
"19781" "ZNF496" 949
"19782" "RAX2" 10800
"19783" "GALR3" 11504
"19784" "HPDL" 184
"19785" "PHF5A" 11520
"19786" "LINC00525" 5420
"19787" "MIR503HG" 12085
"19788" "GLIS3-AS1" 6508
"19789" "TRIM52" 4486
"19790" "ATP1A1-AS1" 500
"19791" "LINC00839" 7140
"19792" "ZNF503" 7275
"19793" "LRCH3" 2866
"19794" "KLHL22" 11432
"19795" "RIOX2" 2417
"19796" "CCDC142" 1293
"19797" "TMEM25" 8024
"19798" "PTPN5" 7612
"19799" "HAVCR2" 4381
"19800" "CBR4" 3607
"19801" "GEMIN2" 9192
"19802" "RSPO3" 5015
"19803" "AGBL4" 198
"19804" "ZC3H10" 8331
"19805" "ADGRG7" 2429
"19806" "ZNF514" 1353
"19807" "PARP10" 6487
"19808" "ORAI1" 8627
"19809" "ZBTB45" 11006
"19810" "MFSD2A" 161
"19811" "RPUSD4" 8059
"19812" "AIFM2" 7251
"19813" "ZDHHC12" 6932
"19814" "C1orf198" 877
"19815" "SPPL2A" 9604
"19816" "SLC7A3" 11835
"19817" "ADO" 7219
"19818" "ZSCAN10" 9841
"19819" "POMGNT2" 2187
"19820" "FBH1" 6997
"19821" "LINGO1" 9724
"19822" "MIGA2" 6933
"19823" "ATAD1" 7327
"19824" "TBRG1" 8052
"19825" "PLXDC2" 7058
"19826" "TMTC4" 9044
"19827" "RGS5" 574
"19828" "RNFT2" 8605
"19829" "CEP89" 10905
"19830" "ARHGEF39" 6651
"19831" "ZNF341" 11134
"19832" "FAM136A" 1274
"19833" "AOPEP" 6779
"19834" "MAP4K3" 1133
"19835" "TMEM87B" 1412
"19836" "ZNF382" 10921
"19837" "SLC35B4" 5754
"19838" "ATOH8" 1345
"19839" "ZNF587" 11003
"19840" "FAM222A" 8574
"19841" "UTP4" 10050
"19842" "LRP11" 5119
"19843" "PPP1R15B" 762
"19844" "PRSS12" 3382
"19845" "ALG10" 8248
"19846" "FIZ1" 10994
"19847" "FAM104A" 10408
"19848" "ZNF566" 10920
"19849" "SLC49A4" 2530
"19850" "SPRYD3" 8318
"19851" "TMEM209" 5736
"19852" "FIBCD1" 6940
"19853" "PPM1D" 10356
"19854" "MASTL" 7091
"19855" "LINC01101" 1446
"19856" "RAB2B" 9114
"19857" "C8orf76" 6392
"19858" "RITA1" 8589
"19859" "MEDAG" 8727
"19860" "ZFYVE19" 9562
"19861" "ZNRF1" 10070
"19862" "ATG4C" 263
"19863" "PWWP3A" 10790
"19864" "CORO6" 10233
"19865" "HSH2D" 10848
"19866" "WDR73" 9751
"19867" "MAEL" 592
"19868" "ABHD13" 9080
"19869" "LTV1" 5092
"19870" "SERAC1" 5157
"19871" "TIGD5" 6486
"19872" "PPFIBP2" 7561
"19873" "PRPF38A" 215
"19874" "TNS4" 10272
"19875" "CGNL1" 9634
"19876" "MICALCL" 7582
"19877" "MPND" 10803
"19878" "NUDCD1" 6327
"19879" "RELT" 7825
"19880" "SYTL1" 106
"19881" "UBASH3B" 8043
"19882" "PPFIBP1" 8220
"19883" "CCDC183" 6966
"19884" "FBXL20" 10267
"19885" "AJUBA" 9120
"19886" "ALKBH6" 10919
"19887" "IGSF21" 67
"19888" "LSM10" 145
"19889" "TOX2" 11179
"19890" "PPFIA4" 756
"19891" "C1orf94" 135
"19892" "ATG4D" 10826
"19893" "SNHG7" 6966
"19894" "MFSD5" 8319
"19895" "DISP1" 844
"19896" "FRMD5" 9574
"19897" "RANBP3" 10809
"19898" "MIR22HG" 10145
"19899" "FAM222A-AS1" 8574
"19900" "CEP19" 2862
"19901" "FAM83A" 6391
"19902" "ARHGAP19" 7369
"19903" "COX14" 8306
"19904" "PPP1R16A" 6488
"19905" "JMJD1C-AS1" 7222
"19906" "PPFIA2" 8445
"19907" "RBM17" 6998
"19908" "UBL7" 9711
"19909" "URB1-AS1" 11356
"19910" "PPFIA1" 7813
"19911" "MGC16275" 10413
"19912" "RERG" 8163
"19913" "PHYKPL" 4473
"19914" "MGC16025" 1979
"19915" "SLC43A1" 7760
"19916" "TCEAL3" 11952
"19917" "TMEM141" 6966
"19918" "USP45" 4890
"19919" "CFAP300" 7949
"19920" "TMEM241" 10523
"19921" "PKP4" 1611
"19922" "REPS1" 5069
"19923" "TMEM60" 5503
"19924" "ARRDC1-AS1" 6970
"19925" "SMIM3" 4352
"19926" "SNHG12" 111
"19927" "PIK3R3" 187
"19928" "PEX3" 5090
"19929" "CNTNAP1" 10282
"19930" "ENC1" 4008
"19931" "NIPSNAP1" 11468
"19932" "NDST2" 7268
"19933" "MMP23B" 3
"19934" "MMP23A" 3
"19935" "LIPF" 7331
"19936" "KCNAB2" 21
"19937" "ITGA10" 516
"19938" "ITGA8" 7041
"19939" "IKBKG" 12162
"19940" "ELP1" 6842
"19941" "HAT1" 1673
"19942" "GCM1" 4701
"19943" "GAS7" 10180
"19944" "H2AC12" 4606
"19945" "H2BC12" 4606
"19946" "DGKZ" 7738
"19947" "DGKE" 10340
"19948" "DGKD" 1952
"19949" "DDO" 4939
"19950" "KRTAP9-4" 10276
"19951" "KRTAP4-1" 10276
"19952" "KRTAP4-5" 10275
"19953" "CYP4F2" 10847
"19954" "KRTAP4-3" 10276
"19955" "KRTAP4-2" 10276
"19956" "KRTAP3-3" 10275
"19957" "KRTAP2-4" 10275
"19958" "CST7" 11120
"19959" "ATCAY" 10801
"19960" "COL27A1" 6865
"19961" "FBF1" 10420
"19962" "YBX3" 8143
"19963" "PPIL4" 5118
"19964" "PAQR8" 4698
"19965" "CPZ" 2903
"19966" "ABCC11" 9954
"19967" "LGALS12" 7785
"19968" "COPS3" 10209
"19969" "CHST1" 7735
"19970" "CBX4" 10436
"19971" "SHISAL1" 11532
"19972" "CAMK1" 2036
"19973" "SYDE1" 10844
"19974" "TRIM5" 7553
"19975" "ZCCHC3" 11007
"19976" "ALG2" 6798
"19977" "MYLK2" 11125
"19978" "STRIP1" 471
"19979" "BCAS1" 11224
"19980" "KIAA1656" 11471
"19981" "MICALL1" 11504
"19982" "TUBGCP6" 11559
"19983" "KIAA1671" 11448
"19984" "BARX2" 8074
"19985" "API5" 7724
"19986" "FAM207A" 11414
"19987" "RGS8" 662
"19988" "AGPS" 1698
"19989" "EAF1" 2062
"19990" "DNAJC14" 8330
"19991" "NKD1" 9965
"19992" "NKD2" 3708
"19993" "PPFIA3" 10969
"19994" "SLC22A16" 4939
"19995" "SLC45A3" 767
"19996" "RHPN2" 10905
"19997" "ZIC5" 9041
"19998" "CCNB3" 11773
"19999" "APOL1" 11497
"20000" "LMO4" 373
"20001" "ZCRB1" 8271
"20002" "CABS1" 3166
"20003" "STON2" 9382
"20004" "PIR" 11622
"20005" "DOCK7" 261
"20006" "HELZ2" 11269
"20007" "KNDC1" 7532
"20008" "DCLK3" 2158
"20009" "LRRCC1" 6220
"20010" "CNTNAP4" 10076
"20011" "ZFHX2" 9123
"20012" "KIAA1755" 11153
"20013" "CGGBP1" 2389
"20014" "ITPRIP" 7400
"20015" "UNK" 10420
"20016" "CFAP74" 4
"20017" "TSPYL5" 6273
"20018" "DISP2" 9560
"20019" "TNKS1BP1" 7759
"20020" "CIPC" 9363
"20021" "DIXDC1" 7994
"20022" "CEP295" 7912
"20023" "AP3B1" 4023
"20024" "ZNF518B" 2907
"20025" "TANC1" 1613
"20026" "FHDC1" 3535
"20027" "ZC3H12C" 7985
"20028" "SSH2" 10233
"20029" "SELENOI" 1075
"20030" "FCN3" 106
"20031" "LBX2" 1293
"20032" "GFM1" 2689
"20033" "SCIN" 5263
"20034" "CCDC65" 8300
"20035" "DNAJC5B" 6133
"20036" "BLZF1" 603
"20037" "TSLP" 4173
"20038" "PSKH2" 6222
"20039" "LGR5" 8400
"20040" "RPPH1" 9109
"20041" "MAPKAPK5" 8583
"20042" "SCRT2" 11009
"20043" "MBD3L1" 10819
"20044" "INE2" 11624
"20045" "INE1" 11765
"20046" "BHLHE40" 2014
"20047" "PIAS1" 9682
"20048" "CDC14B" 6787
"20049" "CDC14A" 432
"20050" "GALP" 10996
"20051" "TCAP" 10269
"20052" "CDK10" 10137
"20053" "PRPF18" 7032
"20054" "DEGS1" 848
"20055" "DENR" 8631
"20056" "THOC5" 11467
"20057" "KMO" 926
"20058" "YARS1" 128
"20059" "PDXK" 11408
"20060" "MADD" 7742
"20061" "RRP1" 11408
"20062" "MKNK1" 190
"20063" "CAV1" 5673
"20064" "KHSRP" 10811
"20065" "PDLIM4" 4268
"20066" "CASK" 11739
"20067" "AKR7A2" 73
"20068" "PRKRA" 1702
"20069" "STK16" 1888
"20070" "TMEFF1" 6804
"20071" "SCARF1" 10144
"20072" "CAV2" 5673
"20073" "LY6D" 6482
"20074" "GTPBP10" 5561
"20075" "OR7E2P" 7886
"20076" "CAV3" 2031
"20077" "OR6A2" 7558
"20078" "ACTL6A" 2785
"20079" "RUNX2" 4666
"20080" "TNFSF11" 8780
"20081" "RGS20" 6078
"20082" "NOP14" 2879
"20083" "FAM193A" 2878
"20084" "SLC25A12" 1672
"20085" "PLA2G4C" 10965
"20086" "RUVBL1" 2553
"20087" "RDH16" 8335
"20088" "KLF7" 1833
"20089" "RUNX1" 11367
"20090" "PLPP1" 3931
"20091" "PLPP3" 234
"20092" "STC2" 4455
"20093" "USO1" 3190
"20094" "CADPS" 2273
"20095" "RUNX1T1" 6249
"20096" "NPFF" 8320
"20097" "CDK13" 5385
"20098" "PDE8B" 4019
"20099" "PSMG1" 11387
"20100" "RFXANK" 10861
"20101" "TP63" 2830
"20102" "JRK" 6482
"20103" "CBFA2T3" 10133
"20104" "HSD17B6" 8334
"20105" "SKAP1" 10300
"20106" "DNAH17" 10431
"20107" "UNC5C" 3277
"20108" "RTCA" 432
"20109" "RNASET2" 5197
"20110" "SSNA1" 6968
"20111" "EIF4EBP3" 4305
"20112" "OASL" 8624
"20113" "AOC3" 10283
"20114" "RUNX3" 96
"20115" "PCDHGB4" 4309
"20116" "DCHS1" 7557
"20117" "PTCH2" 182
"20118" "AKR1C3" 6993
"20119" "KCNK5" 4638
"20120" "CHRD" 2806
"20121" "ABCB11" 1659
"20122" "NCOA1" 1067
"20123" "LAMTOR3" 3299
"20124" "CBFB" 10041
"20125" "NUMB" 9346
"20126" "SOCS1" 9878
"20127" "PDE5A" 3385
"20128" "DYNLL1" 8622
"20129" "TNKS" 5891
"20130" "ALDH4A1" 71
"20131" "SERPINA6" 9442
"20132" "IRS2" 9087
"20133" "EIF3A" 7468
"20134" "EIF3B" 5221
"20135" "EIF3D" 11498
"20136" "EIF3F" 7563
"20137" "EIF3G" 10824
"20138" "EIF3H" 6362
"20139" "EIF3I" 126
"20140" "EIF3J" 9576
"20141" "CBL" 8027
"20142" "SLC4A4" 3170
"20143" "EIF4G3" 79
"20144" "VAMP8" 1344
"20145" "VAMP4" 613
"20146" "STX16" 11246
"20147" "STX11" 5093
"20148" "STX10" 10836
"20149" "BECN1" 10282
"20150" "CBLB" 2452
"20151" "JMJD7-PLA2G4B" 9566
"20152" "PEA15" 563
"20153" "SRSF9" 8622
"20154" "MARCO" 1439
"20155" "KRT38" 10277
"20156" "KRT37" 10277
"20157" "KRT36" 10277
"20158" "CBLN1" 9959
"20159" "JRKL" 7924
"20160" "HYAL2" 2219
"20161" "GALNT4" 8482
"20162" "DGAT1" 6488
"20163" "CDC23" 4295
"20164" "S1PR4" 10798
"20165" "ACTN1" 9326
"20166" "DNAH11" 5304
"20167" "B4GALT4" 2514
"20168" "B4GALT3" 567
"20169" "B4GALT2" 179
"20170" "B3GALNT1" 2700
"20171" "B3GALT2" 711
"20172" "B3GALT1" 1654
"20173" "SERPINH1" 7834
"20174" "SERPINB7" 10709
"20175" "TNK1" 10168
"20176" "ABCC3" 10311
"20177" "NOL4" 10572
"20178" "TRADD" 10041
"20179" "PNPT1" 1208
"20180" "TNFRSF25" 23
"20181" "MBTPS1" 10112
"20182" "EDF1" 6967
"20183" "CTSF" 7799
"20184" "SNX4" 2542
"20185" "SNX3" 4929
"20186" "URI1" 10891
"20187" "EED" 7883
"20188" "CTNNAL1" 6842
"20189" "ADAM19" 4382
"20190" "GBF1" 7391
"20191" "CBR1" 11373
"20192" "RNMT" 10512
"20193" "RNGTT" 4843
"20194" "MYH13" 10181
"20195" "MYOM1" 10464
"20196" "RIPK1" 4499
"20197" "CRADD" 8502
"20198" "HRK" 8606
"20199" "CBR3" 11374
"20200" "TNFSF14" 10812
"20201" "TNFSF13" 10169
"20202" "TNFSF12" 10169
"20203" "TNFSF10" 2753
"20204" "TNFSF9" 10812
"20205" "ADAM23" 1830
"20206" "ADAM21" 9333
"20207" "ADAM20" 9333
"20208" "ADAM18" 6025
"20209" "CBS" 11405
"20210" "ADAM15" 541
"20211" "ADAM9" 6022
"20212" "ADAM6" 9494
"20213" "ADAM7" 5956
"20214" "ADAM1A" 8583
"20215" "CDS2" 11029
"20216" "PABPC4" 159
"20217" "CD164" 4935
"20218" "TNFRSF14" 7
"20219" "RAB11A" 9672
"20220" "RIPK2" 6239
"20221" "TNFRSF6B" 11269
"20222" "FADD" 7813
"20223" "SNAP23" 9569
"20224" "NAPG" 10498
"20225" "NAPA" 10963
"20226" "MTMR1" 12149
"20227" "GGACT" 9044
"20228" "MPDZ" 6550
"20229" "SIGLEC5" 10979
"20230" "RIOK3" 10524
"20231" "TNFRSF18" 1
"20232" "MATN4" 11186
"20233" "RGS11" 9830
"20234" "RGS9" 10372
"20235" "DLK1" 9472
"20236" "FBP2" 6779
"20237" "FPGT" 315
"20238" "TNFRSF11A" 10703
"20239" "TNFRSF10D" 5950
"20240" "TNFRSF10C" 5950
"20241" "TNFRSF10B" 5949
"20242" "SCEL" 8939
"20243" "TNFRSF10A" 5950
"20244" "DYRK4" 8120
"20245" "PEX11B" 516
"20246" "ACTN2" 904
"20247" "PEX11A" 9773
"20248" "SUCLG2" 2296
"20249" "SUCLG1" 1339
"20250" "SUCLA2" 8805
"20251" "CREG1" 595
"20252" "TRIM24" 5773
"20253" "IL18RAP" 1380
"20254" "IL1RL2" 1379
"20255" "IL18R1" 1379
"20256" "CCIN" 6653
"20257" "GALR2" 10421
"20258" "CCNK" 9466
"20259" "DPM1" 11211
"20260" "CDKL1" 9243
"20261" "BANF1" 7796
"20262" "DCAF5" 9327
"20263" "FGF18" 4446
"20264" "DPM2" 6929
"20265" "SAP30" 3628
"20266" "HESX1" 2250
"20267" "INPP4B" 3486
"20268" "FGF17" 5945
"20269" "FGF16" 11857
"20270" "CES2" 10040
"20271" "LIN7A" 8442
"20272" "IQGAP1" 9776
"20273" "NRP2" 1826
"20274" "NRP1" 7118
"20275" "KYAT1" 6932
"20276" "CD84" 565
"20277" "GMPS" 2677
"20278" "TMEM11" 10219
"20279" "SOCS2" 8501
"20280" "GGH" 6120
"20281" "CFLAR" 1806
"20282" "CCN6" 4946
"20283" "CCN5" 11183
"20284" "CCN4" 6437
"20285" "HDAC3" 4310
"20286" "PROM1" 2933
"20287" "HCAR3" 8631
"20288" "KSR1" 10223
"20289" "ANKRD13A" 8575
"20290" "ALKBH1" 9365
"20291" "DLEU2" 8814
"20292" "TSC22D1" 8789
"20293" "CCK" 2183
"20294" "KAT2B" 2083
"20295" "CDK5R1" 10242
"20296" "AKAP4" 11773
"20297" "ASAP2" 996
"20298" "ALDH1A2" 9636
"20299" "NR1I2" 2517
"20300" "FCGBP" 10934
"20301" "PROZ" 9101
"20302" "CCKAR" 2981
"20303" "LDB1" 7391
"20304" "APLN" 12064
"20305" "PER3" 30
"20306" "PER2" 1975
"20307" "SYNJ1" 11357
"20308" "ST3GAL5" 1345
"20309" "CCKBR" 7555
"20310" "SYNJ2" 5156
